ID	Name	Type
37421586	医生遇到过哪些「这居然都能死」的病人？	医学
23165377	放弃一个喜欢很久的人是什么感觉？	情感
36195435	女孩子要怎么变的更有魅力？	美容护肤
21417111	通过哪些专门的发声和气息练习，可以让自己发声既不费力又很清晰通透？	教师
27910572	朋友圈里常发什么样的文字图片的人比较讨厌？	人际交往
20220067	考研英语达到 70 分是个什么概念？什么感觉？	大学
21107187	如何自己制定健身训练计划？	健康
35391681	以男生的眼光来看，女生有哪些加分项？	恋爱
40000616	你听过的最霸气，最有气势的一句诗词是什么？	文学
23879135	如何掌握做超级好吃便当的技能？	美食
19820483	26 岁的时候你正在做什么？想要做什么？	调查类问题
26720950	女孩子应该掌握的小技能有哪些？	调查类问题
22414130	如何制作出像顶尖咨询公司咨询顾问们那种风格的 PPT？	咨询行业
20937691	你认为自己最好的照片是哪张？	调查类问题
27306335	如何更好地控制情绪，不「抬杠」？	心理咨询
33457958	知乎上是真的有那么多白手起家创业几年后年收入百万的大神吗？	金融
25867086	一个人的周末可以做些什么？	生活方式
33110020	有哪些看似精妙实际却很蠢的设计？	产品
31457081	放下一个很爱的人是什么心情？	恋爱心理
22542607	有什么冷门、小众的爱好？	调查类问题
35318941	真的会有人有某种天赋却被埋没一生吗？	生活
36390957	现在亚洲有哪些气质超群的女明星？	电影
37273749	你看过最奇葩的电影是哪一部？	娱乐
20959982	女生喜欢一个男生的时候眼神是什么样子？	情感
20948601	职场中，哪些习惯、行为或者说小动作会给你减分？	工作
30086061	你从第一份工作中学到的最深刻的经验是什么？	生活
19988077	苦难有什么价值？	人生
21172736	参加陌生的聚会有什么技巧吗？	人际交往
37093377	穷养的女孩和富养的女孩的区别在哪？	生活
27463242	你拍过最孤独的照片是哪张？	调查类问题
41822206	有没有什么笑话可以笑一辈子？	幽默
